"","id","status_group"
"12029",58980,"non functional"
"12030",4935,"non functional"
"12031",29178,"functional"
"12032",9533,"non functional"
"12033",57766,"functional"
"12034",5411,"functional"
"12035",68513,"functional"
"12036",22622,"non functional"
"12037",27092,"functional"
"12038",48553,"functional"
"12039",24346,"functional"
"12040",9665,"non functional"
"12041",61540,"non functional"
"12042",41357,"non functional"
"12043",42138,"non functional"
"12044",23218,"functional"
"12045",22604,"functional"
"12046",27284,"non functional"
"12047",60200,"non functional"
"12048",7573,"non functional"
"12049",59143,"functional"
"12050",73321,"non functional"
"12051",31590,"functional needs repair"
"12052",41036,"functional"
"12053",2170,"non functional"
"12054",54880,"functional"
"12055",3605,"functional"
"12056",65642,"functional"
"12057",27440,"non functional"
"12058",1099,"functional"
"12059",42148,"functional"
"12060",69024,"functional"
"12061",18824,"functional"
"12062",21058,"functional"
"12063",43375,"functional"
"12064",20698,"functional"
"12065",23752,NA
"12066",69014,"functional"
"12067",25154,"functional"
"12068",21604,"functional"
"12069",1407,"functional"
"12070",12686,"functional"
"12071",891,"non functional"
"12072",30835,"non functional"
"12073",27885,NA
"12074",34836,"functional"
"12075",37512,"functional"
"12076",10075,"functional"
"12077",48483,"functional"
"12078",44347,"functional"
"12079",70829,"non functional"
"12080",16391,"non functional"
"12081",21298,"non functional"
"12082",4023,"functional"
"12083",72636,"functional"
"12084",259,"functional"
"12085",4961,"non functional"
"12086",65780,"functional"
"12087",35844,"non functional"
"12088",55882,"functional"
"12089",39765,"functional"
"12090",10301,"functional"
"12091",8569,"functional"
"12092",52972,"non functional"
"12093",72592,"non functional"
"12094",35207,"non functional"
"12095",71608,"non functional"
"12096",57197,"functional needs repair"
"12097",28513,"functional"
"12098",11477,"non functional"
"12099",36041,"functional"
"12100",6382,"non functional"
"12101",49158,"non functional"
"12102",62048,"non functional"
"12103",48467,"functional"
"12104",48565,"functional"
"12105",16775,"functional"
"12106",19897,"functional"
"12107",58138,"functional"
"12108",67366,"functional needs repair"
"12109",50450,"functional"
"12110",45815,"functional"
"12111",63874,"functional"
"12112",69159,"non functional"
"12113",4767,"functional"
"12114",41508,"functional"
"12115",27934,"non functional"
"12116",39386,"functional"
"12117",64159,"non functional"
"12118",31464,"functional"
"12119",4820,"functional"
"12120",28743,"functional"
"12121",25980,"functional"
"12122",48551,"non functional"
"12123",73156,"functional"
"12124",27126,"non functional"
"12125",44495,"functional"
"12126",29884,"functional"
"12127",49640,"non functional"
"12128",16434,"non functional"
"12129",58694,"non functional"
"12130",62064,"functional"
"12131",56502,NA
"12132",37379,"functional"
"12133",51880,"functional"
"12134",47791,"functional"
"12135",660,"non functional"
"12136",70015,"non functional"
"12137",57769,"functional"
"12138",10971,"functional"
"12139",52009,"functional"
"12140",56767,"non functional"
"12141",56285,"non functional"
"12142",3429,"functional"
"12143",46399,"functional"
"12144",22290,"functional"
"12145",71086,"functional"
"12146",31742,"non functional"
"12147",29307,NA
"12148",26089,"functional"
"12149",63673,"functional"
"12150",22169,"functional"
"12151",66731,"functional"
"12152",69919,"non functional"
"12153",66730,"functional needs repair"
"12154",25173,"functional"
"12155",25004,"non functional"
"12156",9726,"non functional"
"12157",19296,"non functional"
"12158",60261,"non functional"
"12159",9380,"non functional"
"12160",959,"functional"
"12161",5547,"functional"
"12162",22945,"non functional"
"12163",43757,"functional"
"12164",41580,"functional"
"12165",67957,"non functional"
"12166",10039,"functional"
"12167",45305,"functional"
"12168",40192,"functional"
"12169",28030,"functional"
"12170",38006,"non functional"
"12171",65232,"functional"
"12172",57996,"functional"
"12173",56370,"functional"
"12174",29050,"functional"
"12175",56820,"functional"
"12176",2709,"functional"
"12177",2702,"functional"
"12178",67013,"non functional"
"12179",46274,"functional needs repair"
"12180",18369,"functional"
"12181",163,"functional"
"12182",3018,"non functional"
"12183",32725,"non functional"
"12184",37552,"functional"
"12185",67863,"functional"
"12186",36522,"functional"
"12187",51401,"functional"
"12188",60607,"non functional"
"12189",38468,"functional"
"12190",9451,"non functional"
"12191",11514,"functional needs repair"
"12192",57382,"functional"
"12193",8094,"non functional"
"12194",45517,"functional"
"12195",44945,"non functional"
"12196",42958,"non functional"
"12197",6364,"functional"
"12198",31745,"functional"
"12199",12660,"non functional"
"12200",55609,"non functional"
"12201",6609,"functional"
"12202",9118,"functional"
"12203",19750,"non functional"
"12204",60263,"functional"
"12205",29368,"functional"
"12206",48179,"non functional"
"12207",913,"functional"
"12208",21610,"non functional"
"12209",4279,"functional"
"12210",61702,"functional"
"12211",24295,"non functional"
"12212",31029,"functional"
"12213",34917,"functional"
"12214",54143,"functional"
"12215",48165,"functional"
"12216",61165,NA
"12217",3511,"non functional"
"12218",27673,"functional"
"12219",46990,"functional"
"12220",33691,"functional needs repair"
"12221",51567,"functional"
"12222",43215,"functional needs repair"
"12223",26957,"functional"
"12224",33416,"functional"
"12225",55952,"non functional"
"12226",15766,"functional"
"12227",40855,"functional"
"12228",27807,"functional"
"12229",46443,"functional"
"12230",18208,"functional"
"12231",7068,"functional"
"12232",62712,"functional"
"12233",53375,"functional"
"12234",53895,"functional needs repair"
"12235",5245,"non functional"
"12236",72156,"functional"
"12237",17641,"functional"
"12238",55850,"functional"
"12239",35754,"functional"
"12240",61865,"functional"
"12241",37403,"functional"
"12242",64752,"functional"
"12243",56021,"functional"
"12244",65703,"non functional"
"12245",1001,"functional"
"12246",31824,"non functional"
"12247",18836,"non functional"
"12248",3885,"functional"
"12249",14118,"functional"
"12250",20043,"functional"
"12251",9612,"functional"
"12252",22011,"functional"
"12253",46128,"non functional"
"12254",60875,"non functional"
"12255",66936,"functional"
"12256",58928,"functional"
"12257",15412,"non functional"
"12258",58470,"non functional"
"12259",14158,NA
"12260",71685,"functional"
"12261",34218,"non functional"
"12262",20975,"functional"
"12263",23201,"functional"
"12264",36029,"functional"
"12265",47768,"functional"
"12266",15811,"functional"
"12267",15696,"functional"
"12268",26130,"functional"
"12269",66582,"functional"
"12270",57266,"non functional"
"12271",16803,"functional"
"12272",36212,"functional"
"12273",67234,"non functional"
"12274",70204,"non functional"
"12275",2576,"functional"
"12276",47817,"non functional"
"12277",16554,"functional"
"12278",10014,"functional"
"12279",39649,"non functional"
"12280",21768,"functional"
"12281",13382,"functional"
"12282",38340,"functional"
"12283",54059,"non functional"
"12284",48319,"functional"
"12285",70126,"functional"
"12286",7445,"non functional"
"12287",22399,"functional"
"12288",48663,"functional"
"12289",62521,"functional"
"12290",12931,"functional"
"12291",32399,"functional"
"12292",28936,"non functional"
"12293",69515,"non functional"
"12294",42812,"functional needs repair"
"12295",10462,"non functional"
"12296",66822,"non functional"
"12297",65092,"non functional"
"12298",10106,"non functional"
"12299",31244,"non functional"
"12300",70198,"non functional"
"12301",68129,"functional"
"12302",127,"functional"
"12303",44277,"non functional"
"12304",12395,"non functional"
"12305",46254,"functional"
"12306",65302,"functional"
"12307",29662,"functional"
"12308",37879,"functional"
"12309",65504,"functional"
"12310",8782,"functional"
"12311",29363,"functional"
"12312",38629,"functional"
"12313",55273,"functional"
"12314",11060,"non functional"
"12315",29588,"non functional"
"12316",12349,"functional"
"12317",29301,"functional"
"12318",1867,"functional"
"12319",1566,"functional needs repair"
"12320",24729,"non functional"
"12321",63618,"functional needs repair"
"12322",18506,"non functional"
"12323",52835,"functional"
"12324",54804,"functional"
"12325",5439,"functional"
"12326",42479,"non functional"
"12327",42295,"functional"
"12328",35892,"functional"
"12329",37244,"functional"
"12330",47451,"non functional"
"12331",48106,"functional"
"12332",58363,"non functional"
"12333",43867,"functional"
"12334",19137,"functional"
"12335",72547,"non functional"
"12336",26651,"functional"
"12337",29690,"non functional"
"12338",56624,"functional"
"12339",28138,"functional"
"12340",14055,NA
"12341",45586,"non functional"
"12342",8651,"non functional"
"12343",6713,"functional"
"12344",42016,"functional"
"12345",8693,"non functional"
"12346",47285,"non functional"
"12347",1098,"functional"
"12348",56061,"functional"
"12349",20581,"functional"
"12350",40565,"non functional"
"12351",36285,"functional"
"12352",54774,"non functional"
"12353",68375,"functional"
"12354",72467,"functional"
"12355",10343,"functional"
"12356",60133,"non functional"
"12357",40840,"functional"
"12358",23350,"functional"
"12359",26480,"functional"
"12360",5532,"non functional"
"12361",14605,"functional"
"12362",36089,"non functional"
"12363",13031,"functional"
"12364",33733,"non functional"
"12365",63005,"non functional"
"12366",18828,"non functional"
"12367",59725,"functional"
"12368",23138,"functional"
"12369",72526,"functional"
"12370",43112,"non functional"
"12371",3866,"non functional"
"12372",23155,"functional needs repair"
"12373",8558,"non functional"
"12374",60953,"non functional"
"12375",18884,"functional"
"12376",35438,"functional"
"12377",56008,"functional"
"12378",39761,"functional"
"12379",41981,"functional needs repair"
"12380",38576,"functional"
"12381",56871,"functional"
"12382",917,"functional"
"12383",47737,"non functional"
"12384",69446,"functional"
"12385",2626,"functional"
"12386",25271,"functional"
"12387",34646,"functional"
"12388",341,"functional"
"12389",37897,NA
"12390",64538,"non functional"
"12391",34348,"functional"
"12392",67426,"non functional"
"12393",53079,"functional"
"12394",12527,"functional"
"12395",55255,"functional"
"12396",44610,"functional"
"12397",65546,"functional"
"12398",2260,"functional"
"12399",5480,"non functional"
"12400",27649,"non functional"
"12401",53468,"non functional"
"12402",497,"functional"
"12403",46354,"functional"
"12404",38045,"functional"
"12405",29576,"functional"
"12406",5200,"non functional"
"12407",26463,"functional"
"12408",8715,"functional"
"12409",70544,"functional"
"12410",50219,"functional"
"12411",73092,"functional"
"12412",30057,"non functional"
"12413",27186,"functional"
"12414",29660,"functional"
"12415",52836,"non functional"
"12416",66209,"non functional"
"12417",1642,"functional"
"12418",59679,"functional"
"12419",24882,"functional"
"12420",63530,"functional"
"12421",15722,"functional"
"12422",47376,"functional"
"12423",50807,"functional"
"12424",73203,"non functional"
"12425",9120,"functional"
"12426",45680,"non functional"
"12427",59738,"functional"
"12428",21831,"functional"
"12429",41297,"functional"
"12430",24692,"functional"
"12431",57243,"functional"
"12432",24782,"non functional"
"12433",50595,"non functional"
"12434",19094,"functional"
"12435",48584,"non functional"
"12436",48555,"functional"
"12437",34860,"functional"
"12438",60788,"functional"
"12439",52047,"non functional"
"12440",61582,"functional"
"12441",73095,"functional"
"12442",53019,"non functional"
"12443",9899,"non functional"
"12444",23228,"functional"
"12445",44329,"functional"
"12446",8859,"functional"
"12447",18043,"functional needs repair"
"12448",41457,"functional"
"12449",42227,"functional"
"12450",40803,"non functional"
"12451",33795,"functional"
"12452",20012,"functional"
"12453",47298,"non functional"
"12454",65384,"non functional"
"12455",19516,"non functional"
"12456",6008,"functional"
"12457",73261,"functional"
"12458",35666,"functional"
"12459",58088,"functional"
"12460",24040,"non functional"
"12461",21703,"functional"
"12462",63085,"functional"
"12463",25016,"non functional"
"12464",22902,"functional"
"12465",58243,"functional"
"12466",66798,"non functional"
"12467",58210,"non functional"
"12468",2527,"functional"
"12469",72877,"functional"
"12470",36503,"functional"
"12471",57992,"functional"
"12472",33901,"functional"
"12473",63367,"functional"
"12474",21889,"functional"
"12475",44714,"functional"
"12476",1648,"functional"
"12477",69020,"non functional"
"12478",61641,"non functional"
"12479",172,"functional"
"12480",11989,"functional"
"12481",61387,"non functional"
"12482",61936,"non functional"
"12483",51263,"functional"
"12484",39424,"functional"
"12485",44914,"functional"
"12486",40977,"functional"
"12487",73925,"functional"
"12488",50660,"functional"
"12489",952,"non functional"
"12490",61606,"functional"
"12491",25329,"functional"
"12492",13916,"non functional"
"12493",23504,"functional"
"12494",53280,"non functional"
"12495",51264,"non functional"
"12496",18339,"non functional"
"12497",57856,"functional"
"12498",31074,"functional"
"12499",21979,"functional"
"12500",68911,"functional"
"12501",42445,"functional"
"12502",3493,"functional"
"12503",59660,"functional"
"12504",4690,"functional"
"12505",6621,"non functional"
"12506",34656,"functional"
"12507",51581,"non functional"
"12508",67154,"functional"
"12509",66142,"functional"
"12510",17049,"functional"
"12511",53488,"functional"
"12512",40701,"functional"
"12513",8543,"functional"
"12514",63015,"functional"
"12515",38752,"functional"
"12516",5830,"functional"
"12517",15645,"non functional"
"12518",28181,"functional"
"12519",51803,"functional"
"12520",32682,"functional"
"12521",73083,"functional"
"12522",8389,"functional"
"12523",72561,"functional"
"12524",14682,"functional"
"12525",44125,"functional"
"12526",19755,"functional"
"12527",18437,"functional"
"12528",37809,"non functional"
"12529",58896,"functional"
"12530",56782,"functional"
"12531",22859,"functional"
"12532",5196,"non functional"
"12533",28854,"functional"
"12534",52739,"non functional"
"12535",28266,"functional"
"12536",73472,"non functional"
"12537",21845,"functional"
"12538",35978,"functional"
"12539",35588,"functional"
"12540",57591,"functional needs repair"
"12541",52983,"functional"
"12542",11561,"functional"
"12543",29609,"functional"
"12544",17759,"non functional"
"12545",73738,"non functional"
"12546",45070,"functional"
"12547",25921,"functional"
"12548",51424,"functional"
"12549",74056,"functional needs repair"
"12550",72373,"functional"
"12551",45594,"functional"
"12552",44385,"non functional"
"12553",5349,"functional"
"12554",65856,"functional"
"12555",56192,"functional"
"12556",45904,"functional needs repair"
"12557",32231,"functional"
"12558",6177,"non functional"
"12559",2162,"functional"
"12560",61649,"functional"
"12561",21251,"functional"
"12562",4566,"functional"
"12563",70553,"non functional"
"12564",41190,"functional"
"12565",25938,"functional needs repair"
"12566",27542,"functional"
"12567",27090,"non functional"
"12568",56219,"non functional"
"12569",73563,"non functional"
"12570",31088,"functional"
"12571",54004,"functional"
"12572",70048,"non functional"
"12573",3022,"functional"
"12574",16785,"functional"
"12575",58915,NA
"12576",73166,"functional"
"12577",44005,"functional"
"12578",60708,"functional"
"12579",70812,"functional"
"12580",47488,"functional"
"12581",12013,"non functional"
"12582",1771,"non functional"
"12583",52241,"functional"
"12584",35609,"non functional"
"12585",36662,"functional"
"12586",44989,"functional"
"12587",34207,"functional"
"12588",24623,"functional"
"12589",47837,"non functional"
"12590",255,"functional"
"12591",4553,"functional"
"12592",50307,"functional"
"12593",63501,"functional"
"12594",50892,"functional"
"12595",33346,"functional"
"12596",67287,"functional"
"12597",39253,"functional"
"12598",38883,"non functional"
"12599",56105,"non functional"
"12600",11206,"non functional"
"12601",64557,"functional"
"12602",54769,"functional"
"12603",63431,"functional"
"12604",14352,"non functional"
"12605",6379,"functional"
"12606",67028,"functional"
"12607",5682,"functional"
"12608",38675,"non functional"
"12609",6666,"non functional"
"12610",5236,"functional"
"12611",21395,"non functional"
"12612",36698,"functional"
"12613",48142,"functional needs repair"
"12614",51286,"functional"
"12615",42336,"functional"
"12616",31706,NA
"12617",3345,"functional"
"12618",47932,"non functional"
"12619",31478,"non functional"
"12620",9532,"non functional"
"12621",73761,"functional"
"12622",56671,"non functional"
"12623",68926,"functional"
"12624",5948,"non functional"
"12625",50924,"functional"
"12626",54124,"non functional"
"12627",49803,"functional"
"12628",45943,"non functional"
"12629",9416,"functional"
"12630",64344,"functional"
"12631",18984,"functional needs repair"
"12632",20418,"functional"
"12633",18771,"non functional"
"12634",16973,"functional"
"12635",44237,"functional"
"12636",66917,"functional"
"12637",53267,"functional"
"12638",60301,"functional"
"12639",18067,"functional"
"12640",24561,"functional"
"12641",45213,"functional"
"12642",24003,"functional"
"12643",67407,"functional"
"12644",21502,"functional needs repair"
"12645",69897,"functional"
"12646",57803,"non functional"
"12647",73759,"non functional"
"12648",73907,"functional"
"12649",45239,"non functional"
"12650",25764,"functional"
"12651",29024,"functional"
"12652",62429,"functional"
"12653",5050,"functional"
"12654",50797,"non functional"
"12655",33439,"non functional"
"12656",50003,"functional"
"12657",71083,"functional"
"12658",21851,"functional"
"12659",156,"functional"
"12660",26070,"functional"
"12661",70845,"non functional"
"12662",64391,"functional"
"12663",40193,"functional"
"12664",42472,"functional"
"12665",24140,"functional"
"12666",17980,"functional"
"12667",44033,"functional"
"12668",60837,"non functional"
"12669",60934,"functional"
"12670",59198,"non functional"
"12671",73351,"functional"
"12672",27179,"functional"
"12673",38268,"functional"
"12674",64822,"functional"
"12675",67220,"functional"
"12676",14858,"functional"
"12677",5405,"non functional"
"12678",41873,"functional"
"12679",35681,"functional"
"12680",28014,"functional"
"12681",60882,"functional"
"12682",37197,"functional"
"12683",56169,"functional"
"12684",40819,"functional"
"12685",47268,"functional"
"12686",25093,"functional"
"12687",28902,"non functional"
"12688",2647,"functional"
"12689",49267,"functional"
"12690",51138,"functional"
"12691",33337,"functional"
"12692",43335,"functional"
"12693",12859,"functional"
"12694",2376,"functional"
"12695",26685,"functional"
"12696",67230,"functional"
"12697",7453,"functional"
"12698",14709,"functional"
"12699",45608,"functional"
"12700",66170,"functional"
"12701",7066,"non functional"
"12702",49528,"functional"
"12703",36390,"functional"
"12704",71159,"non functional"
"12705",20907,"functional"
"12706",60947,"functional"
"12707",28109,"functional"
"12708",8222,"functional"
"12709",63419,"functional"
"12710",39541,"non functional"
"12711",66799,"functional needs repair"
"12712",42453,"functional"
"12713",44948,"functional"
"12714",16134,"functional"
"12715",7150,"functional"
"12716",46674,"functional"
"12717",19347,"functional"
"12718",73368,"functional"
"12719",62965,"functional"
"12720",51437,"functional"
"12721",7712,"functional"
"12722",27678,"functional"
"12723",19658,"functional"
"12724",8612,"functional"
"12725",43393,"non functional"
"12726",63767,"functional"
"12727",60743,"functional"
"12728",38868,"functional"
"12729",45892,"functional needs repair"
"12730",7693,"functional"
"12731",44321,"functional"
"12732",15346,"functional"
"12733",3798,"functional"
"12734",30873,"non functional"
"12735",53741,"functional needs repair"
"12736",61491,"functional"
"12737",4689,"functional"
"12738",54616,"non functional"
"12739",43137,"functional"
"12740",39951,"functional"
"12741",6774,"functional"
"12742",53301,"functional"
"12743",44379,"non functional"
"12744",19784,"functional"
"12745",11880,"functional"
"12746",10311,"functional"
"12747",71114,"non functional"
"12748",48596,"functional"
"12749",12571,"functional"
"12750",23249,"functional"
"12751",15606,"functional"
"12752",22941,"functional"
"12753",63544,"non functional"
"12754",65483,"functional"
"12755",24859,"non functional"
"12756",50004,"non functional"
"12757",26180,"functional"
"12758",25677,"functional"
"12759",7806,NA
"12760",42941,"functional"
"12761",46795,"functional"
"12762",21682,"non functional"
"12763",53244,"functional"
"12764",46016,"functional"
"12765",56537,"non functional"
"12766",57183,"functional"
"12767",71758,"functional"
"12768",57645,"functional"
"12769",21981,"functional"
"12770",30118,"functional"
"12771",34419,"non functional"
"12772",646,"functional"
"12773",40521,"non functional"
"12774",31158,"non functional"
"12775",41396,"functional"
"12776",72673,"functional"
"12777",47571,"non functional"
"12778",819,"non functional"
"12779",10881,"functional"
"12780",3810,"functional"
"12781",7012,"functional needs repair"
"12782",25928,"functional"
"12783",57357,"non functional"
"12784",68059,"non functional"
"12785",52523,"functional"
"12786",20022,"non functional"
"12787",35242,"non functional"
"12788",5772,"functional"
"12789",68411,"functional"
"12790",22773,"functional"
"12791",30840,"functional"
"12792",34085,"functional"
"12793",11864,"functional"
"12794",11913,"functional"
"12795",11340,"non functional"
"12796",22905,"functional"
"12797",74212,"functional"
"12798",3420,"non functional"
"12799",49412,"non functional"
"12800",54054,"functional"
"12801",34444,"functional"
"12802",39470,"functional"
"12803",23901,"functional"
"12804",66573,"functional"
"12805",57779,"functional"
"12806",40835,"functional"
"12807",50316,"functional"
"12808",37342,"non functional"
"12809",5566,"non functional"
"12810",60737,"functional needs repair"
"12811",57943,"functional"
"12812",66476,"functional"
"12813",59939,"functional"
"12814",72408,"non functional"
"12815",11873,"functional"
"12816",48702,"functional"
"12817",7015,"functional"
"12818",12932,"functional"
"12819",28055,"functional"
"12820",36746,"functional"
"12821",70432,"functional"
"12822",32209,"functional"
"12823",65582,"non functional"
"12824",32082,"non functional"
"12825",62792,"functional"
"12826",45653,"functional"
"12827",2961,"functional"
"12828",865,"non functional"
"12829",73028,"non functional"
"12830",62864,"functional"
"12831",66136,"functional"
"12832",48998,"functional"
"12833",48514,"non functional"
"12834",15090,"non functional"
"12835",62509,"functional needs repair"
"12836",17001,"functional"
"12837",16442,NA
"12838",32264,"functional"
"12839",25727,"functional"
"12840",19946,"functional"
"12841",2067,"functional"
"12842",7533,"functional needs repair"
"12843",65221,"functional"
"12844",54802,"non functional"
"12845",71245,"functional"
"12846",56479,"functional"
"12847",25532,"non functional"
"12848",52859,"functional"
"12849",26502,"functional"
"12850",15117,"functional"
"12851",62162,"functional"
"12852",24291,"non functional"
"12853",51849,"non functional"
"12854",36701,"functional"
"12855",20985,"functional"
"12856",19748,"functional"
"12857",37505,"non functional"
"12858",11439,"functional"
"12859",14217,"functional"
"12860",36525,"non functional"
"12861",63725,"non functional"
"12862",37482,"non functional"
"12863",21715,"functional"
"12864",72903,"non functional"
"12865",38794,"non functional"
"12866",30054,"functional"
"12867",65097,"functional"
"12868",41517,"functional"
"12869",14239,"non functional"
"12870",48270,"functional"
"12871",67159,"non functional"
"12872",29086,"non functional"
"12873",26104,"functional"
"12874",11498,"functional"
"12875",44768,"functional"
"12876",19116,"functional"
"12877",15023,"functional"
"12878",40676,"functional"
"12879",8210,"functional"
"12880",33076,"non functional"
"12881",56754,"non functional"
"12882",30889,"functional"
"12883",46522,"functional"
"12884",11557,"functional"
"12885",27438,"non functional"
"12886",4104,"non functional"
"12887",65080,"functional"
"12888",69215,"functional"
"12889",36505,"functional"
"12890",9490,"non functional"
"12891",20545,"functional"
"12892",26335,"functional"
"12893",20696,"functional"
"12894",38555,"non functional"
"12895",62469,"non functional"
"12896",52442,"non functional"
"12897",39356,"functional"
"12898",57625,"functional"
"12899",51228,"functional"
"12900",22062,"functional"
"12901",3390,"non functional"
"12902",52933,"functional"
"12903",64378,"functional"
"12904",27382,"non functional"
"12905",24366,"non functional"
"12906",584,"functional"
"12907",29605,"functional"
"12908",47843,"functional"
"12909",32981,"functional"
"12910",23712,"functional"
"12911",36757,"functional"
"12912",2505,"non functional"
"12913",56157,"functional"
"12914",62541,"functional"
"12915",48317,"non functional"
"12916",33697,"functional"
"12917",23739,"functional"
"12918",38956,"functional"
"12919",47565,"functional"
"12920",22228,"non functional"
"12921",46096,"functional"
"12922",71805,"non functional"
"12923",37621,"functional"
"12924",58278,"functional"
"12925",11057,"functional"
"12926",29557,"functional"
"12927",16939,"functional"
"12928",60804,"functional needs repair"
"12929",15704,"functional"
"12930",48807,"non functional"
"12931",10913,"functional"
"12932",61545,"non functional"
"12933",37822,"functional"
"12934",3474,"non functional"
"12935",33257,"functional"
"12936",21503,"functional"
"12937",14268,"functional"
"12938",40583,"functional"
"12939",65287,"functional"
"12940",17622,"functional"
"12941",69264,"non functional"
"12942",42084,"non functional"
"12943",74154,"functional"
"12944",1520,"functional"
"12945",73005,"functional"
"12946",8490,"non functional"
"12947",68489,"functional"
"12948",18792,"non functional"
"12949",51364,"functional"
"12950",44553,"functional"
"12951",12148,"non functional"
"12952",63920,"non functional"
"12953",7497,"functional"
"12954",1951,"non functional"
"12955",26958,"non functional"
"12956",65897,"non functional"
"12957",15227,"non functional"
"12958",17963,"functional"
"12959",29326,"functional"
"12960",59684,"functional"
"12961",60256,"functional"
"12962",40915,"functional"
"12963",54884,"functional"
"12964",4505,"functional"
"12965",24316,NA
"12966",2843,"functional"
"12967",38403,"functional"
"12968",53329,"functional"
"12969",50169,"functional"
"12970",27766,"functional"
"12971",55507,"non functional"
"12972",6481,"non functional"
"12973",28793,"functional"
"12974",60763,"non functional"
"12975",54535,"non functional"
"12976",64182,"functional"
"12977",11863,"functional"
"12978",1945,"non functional"
"12979",42937,"non functional"
"12980",7836,"functional"
"12981",10177,"functional"
"12982",44023,"non functional"
"12983",4736,"non functional"
"12984",10658,"functional"
"12985",18927,"functional"
"12986",42536,"functional"
"12987",60925,"functional"
"12988",20026,"non functional"
"12989",62025,"functional"
"12990",65029,"non functional"
"12991",34443,"functional"
"12992",49050,"functional"
"12993",16075,"non functional"
"12994",14208,"functional"
"12995",42791,"functional"
"12996",49532,"non functional"
"12997",33022,"non functional"
"12998",67529,"functional"
"12999",47546,"functional"
"13000",28169,"functional"
"13001",17256,"non functional"
"13002",27252,"non functional"
"13003",11454,"non functional"
"13004",24354,"non functional"
"13005",49659,"functional"
"13006",59703,"non functional"
"13007",15534,"functional"
"13008",57208,"functional"
"13009",12820,"functional"
"13010",42519,"non functional"
"13011",61228,"functional"
"13012",17780,"non functional"
"13013",9587,"functional"
"13014",35313,"functional"
"13015",48852,"non functional"
"13016",26297,"non functional"
"13017",50871,"functional"
"13018",41014,"functional"
"13019",14737,"non functional"
"13020",29103,"functional"
"13021",13272,"functional"
"13022",60981,"functional"
"13023",23040,"functional"
"13024",69479,"functional"
"13025",61110,"non functional"
"13026",5912,"functional"
"13027",69460,"functional"
"13028",9268,"functional"
"13029",58766,"non functional"
"13030",69125,"functional"
"13031",33215,"non functional"
"13032",5531,"functional"
"13033",31846,"functional"
"13034",26146,"functional"
"13035",44608,"functional"
"13036",39404,"functional"
"13037",473,"non functional"
"13038",918,"functional"
"13039",53322,"non functional"
"13040",19984,"functional"
"13041",14099,"functional"
"13042",60507,"functional"
"13043",737,"non functional"
"13044",13046,"functional"
"13045",59747,"functional"
"13046",7466,"functional"
"13047",71316,"functional"
"13048",54266,"non functional"
"13049",30934,"non functional"
"13050",65010,"functional"
"13051",55524,"non functional"
"13052",44060,"functional"
"13053",70372,"non functional"
"13054",4386,"functional"
"13055",35675,"functional"
"13056",41332,"non functional"
"13057",55598,"non functional"
"13058",61164,"non functional"
"13059",45271,"functional"
"13060",19594,"non functional"
"13061",64869,"non functional"
"13062",34652,"non functional"
"13063",45932,"functional"
"13064",44634,"functional"
"13065",30887,"functional"
"13066",23794,"functional"
"13067",32176,"functional"
"13068",6045,"non functional"
"13069",34035,"functional"
"13070",46466,"non functional"
"13071",37519,"functional"
"13072",12536,"functional"
"13073",20123,"functional"
"13074",33376,"non functional"
"13075",61089,"functional"
"13076",30938,"non functional"
"13077",61987,"functional"
"13078",40061,"non functional"
"13079",18498,"non functional"
"13080",41951,NA
"13081",15683,"non functional"
"13082",44001,"functional"
"13083",41636,"functional"
"13084",18863,"functional"
"13085",3130,"non functional"
"13086",52230,"functional"
"13087",1969,"functional"
"13088",37489,"functional"
"13089",28607,"functional"
"13090",28975,"non functional"
"13091",62080,"non functional"
"13092",59619,"functional"
"13093",20251,"functional"
"13094",18615,"functional"
"13095",34650,"functional"
"13096",37444,"functional needs repair"
"13097",508,"non functional"
"13098",8227,"non functional"
"13099",2208,"functional"
"13100",48140,"non functional"
"13101",34226,"functional"
"13102",55270,"functional"
"13103",43568,"non functional"
"13104",63385,"functional"
"13105",1048,"non functional"
"13106",7351,"functional"
"13107",920,"functional"
"13108",32400,"functional"
"13109",71407,"functional"
"13110",54681,"non functional"
"13111",72926,"functional"
"13112",17509,"functional"
"13113",40696,"non functional"
"13114",39363,"functional"
"13115",46131,"functional"
"13116",4309,"non functional"
"13117",36560,"functional"
"13118",67799,"functional"
"13119",72868,"functional"
"13120",35898,"non functional"
"13121",10830,"functional"
"13122",66810,"non functional"
"13123",68345,"functional"
"13124",57496,"functional"
"13125",52646,"functional"
"13126",30932,"functional"
"13127",62611,"functional"
"13128",13049,"functional"
"13129",64431,"functional"
"13130",47218,"non functional"
"13131",5656,"functional"
"13132",42987,"non functional"
"13133",6890,"non functional"
"13134",8074,"non functional"
"13135",18535,"functional"
"13136",60005,"non functional"
"13137",67381,"functional"
"13138",51550,"non functional"
"13139",59056,"non functional"
"13140",21562,"non functional"
"13141",40402,"non functional"
"13142",13277,"non functional"
"13143",44189,"non functional"
"13144",3469,"functional"
"13145",20489,"functional"
"13146",50987,"non functional"
"13147",36410,"non functional"
"13148",858,"functional"
"13149",25153,"functional"
"13150",63774,"functional"
"13151",44698,"functional"
"13152",52280,"functional"
"13153",38993,"functional"
"13154",54749,"functional"
"13155",12336,"functional"
"13156",15925,"functional"
"13157",44285,"non functional"
"13158",39876,"non functional"
